"CAM Key","CAM Topic","CAM Company Title","Audit Opinion Key","Year Ended Date","Signature Date","Auditor Key",Auditor,"Auditor Affiliate Key","Auditor Affiliate","Auditor Affiliate PCAOB","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region",Source,"Source Date","Going Concern",Company,"CIK Code",Ticker,"Bus Street 1","Bus Street 2",City,"State Code","State Name","State Region","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
24379,"Business combinations","Valuation of contingent consideration",499853,12/31/22,02/17/23,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2023-02-17,,"AbbVie Inc.",1551152,"=""ABBV""","1 NORTH WAUKEGAN ROAD",,"NORTH CHICAGO",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,162,12/31/22,"285,917,380,608",12/31/22,"58,054,000,000","11,836,000,000","-82,341,000,000","138,805,000,000"
27721,"Allowance for credit losses","Provision for Expected Credit Losses of Trade Receivables in Abcam Inc.",505566,12/31/22,03/20/23,1,"PricewaterhouseCoopers LLP",121,"PricewaterhouseCoopers LLP",876,Cambridge,X0,"UNITED KINGDOM",Foreign,20-F,2023-03-20,,"Abcam plc",1492074,"=""ABCZF""","DISCOVERY DRIVE","CAMBRIDGE BIOMEDICAL CAMPUS",CAMBRIDGE,X0,"UNITED KINGDOM",Foreign,,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,16,12/29/22,"3,556,851,712",12/31/22,"435,100,000","-10,200,000","121,100,000","1,271,000,000"
24598,"Business combinations","Fair value of contingent consideration liability",500131,12/31/22,02/21/23,4,"KPMG LLP",187,"KPMG LLP Chartered Accountants",85,Vancouver,A1,"BRITISH COLUMBIA",Canada,10-K,2023-02-21,,"AbCellera Biologics Inc.",1703057,"=""ABCL""","150 W 4TH AVENUE",,VANCOUVER,A1,"BRITISH COLUMBIA",Canada,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,10,12/31/22,"2,905,806,592",12/31/22,"485,424,000","158,519,000","1,070,023,000","1,540,907,000"
19215,"Long-lived assets","Impairment of Long-Lived Assets – Stores",480932,01/29/22,03/28/22,1,"PricewaterhouseCoopers LLP",,,,Columbus,OH,OHIO,"US Midwest",10-K,2022-03-28,,"ABERCROMBIE & FITCH CO /DE/",1018840,"=""ANF""","6301 FITCH PATH",,"NEW ALBANY",OH,OHIO,"US Midwest",,,"=""5651""","Family Clothing Stores",448140,"Family Clothing Stores",34,39,01/31/22,"2,066,414,976",01/29/22,"3,712,768,000","263,010,000",,"2,939,491,000"
21231,"Other investments","Valuation of investments in medical device companies – Refer to Note 5, Financial Instruments and Note 10, Other Assets",487253,03/31/22,05/20/22,3,"Deloitte & Touche LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2022-05-20,,"ABIOMED INC",815094,,"22 CHERRY HILL DR",,DANVERS,MA,MASSACHUSETTS,"US New England",,,"=""3841""","Surgical and Medical Instruments and Apparatus",339112,"Surgical and Medical Instrument Manufacturing",34,331,03/31/22,"15,086,325,760",03/31/22,"1,031,753,000","136,505,000","1,408,532,000","1,673,393,000"
23249,"Business combinations","Initial fair value measurement of the contingent consideration liability associated with the acquisition of RavenVolt",496149,10/31/22,12/21/22,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2022-12-21,,"ABM INDUSTRIES INC /DE/",771497,"=""ABM""","ONE LIBERTY PLAZA","7TH FLOOR","NEW YORK",NY,"NEW YORK","US Mid Atlantic",,,"=""7340""","Services-To Dwellings & Other Buildings",561720,"Janitorial Services",34,45,10/31/22,"2,919,317,248",10/31/22,"7,806,600,000","230,400,000","-1,146,700,000","4,868,900,000"
23250,"Other contingent liabilities","Valuation of self-insurance liabilities",496149,10/31/22,12/21/22,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2022-12-21,,"ABM INDUSTRIES INC /DE/",771497,"=""ABM""","ONE LIBERTY PLAZA","7TH FLOOR","NEW YORK",NY,"NEW YORK","US Mid Atlantic",,,"=""7340""","Services-To Dwellings & Other Buildings",561720,"Janitorial Services",34,45,10/31/22,"2,919,317,248",10/31/22,"7,806,600,000","230,400,000","-1,146,700,000","4,868,900,000"
26376,"Other investments","Evaluation of the evidence pertaining to the existence of the gold holdings",502392,12/31/22,02/28/23,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2023-03-01,,"abrdn Gold ETF Trust",1450923,"=""SGOL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,17,12/29/22,"2,410,606,080",12/31/22,,"-17,367,000",,"2,443,129,000"
26370,"Other investments","Evaluation of the evidence pertaining to the existence of the palladium holdings",502415,12/31/22,02/28/23,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2023-03-01,,"abrdn Palladium ETF Trust",1459862,"=""PALL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,168,12/29/22,"301,788,000",12/31/22,,"-60,481,000",,"295,638,000"
26371,"Other investments","Evaluation of the evidence pertaining to the existence of the platinum holdings",502416,12/31/22,02/28/23,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2023-03-01,,"abrdn Platinum ETF Trust",1460235,"=""PPLT""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,98,12/29/22,"1,152,674,944",12/31/22,,"63,463,000",,"1,097,107,000"
26480,"Other investments","Evaluation of the evidence pertaining to the existence of the bullion holdings",502379,12/31/22,02/28/23,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2023-03-01,,"abrdn Precious Metals Basket ETF Trust",1483386,"=""GLTR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523920,"Portfolio Management",34,89,12/29/22,"1,007,620,992",12/31/22,,"-26,750,000",,"1,008,014,000"
26561,"Other investments","Evaluation of the evidence pertaining to the existence of the silver holdings",502293,12/31/22,02/28/23,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2023-03-01,,"abrdn Silver ETF Trust",1450922,"=""SIVR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,23,12/29/22,"1,101,600,000",12/31/22,,"6,279,000",,"1,119,097,000"
27600,"Other intangible assets","Intangible asset – valuation",505341,12/31/22,03/16/23,1,"PricewaterhouseCoopers LLP",286,"PricewaterhouseCoopers SA",1358,Lausanne,V8,SWITZERLAND,Foreign,20-F,2023-03-16,,"AC Immune SA",1651625,"=""ACIU""","EPFL INNOVATION PARK, BUILDING B",,"1015 LAUSANNE",V8,SWITZERLAND,Foreign,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,2,12/29/22,"152,766,592",12/31/22,"4,253,000","-76,473,000","128,162,000","200,971,000"
19382,Inventory,"Merchandise Inventories",481297,01/29/22,03/29/22,3,"Deloitte & Touche LLP",,,,Houston,TX,TEXAS,"US Southwest",10-K,2022-03-29,,"Academy Sports & Outdoors, Inc.",1817358,"=""ASO""","1800 NORTH MASON ROAD",,KATY,TX,TEXAS,"US Southwest",,,"=""5940""","Retail-Miscellaneous Shopping Goods Stores",451110,"Sporting Goods Stores",34,39,01/31/22,"3,387,388,416",01/29/22,"6,773,128,000","671,381,000","27,811,000","4,584,940,000"
25870,"Revenue from customer contracts","Revenue Recognition",501943,12/31/22,02/28/23,2,"Ernst & Young LLP",,,,Nashville,TN,TENNESSEE,"US Southeast",10-K,2023-02-28,,"Acadia Healthcare Company, Inc.",1520697,"=""ACHC""","6100 TOWER CIRCLE","SUITE 1000",FRANKLIN,TN,TENNESSEE,"US Southeast",,,"=""8093""","Specialty Outpatient Facilities, NEC",623220,"Residential Mental Health and Substance Abuse Facilities",34,82,12/31/22,"7,401,692,160",12/31/22,"2,610,399,000","273,139,000","602,138,000","4,987,901,000"
26173,"Sales return and allowances","Allowance for Medicare Part D rebates",501741,12/31/22,02/27/23,2,"Ernst & Young LLP",,,,"San Diego",CA,CALIFORNIA,"US West",10-K,2023-02-28,,"ACADIA PHARMACEUTICALS INC",1070494,"=""ACAD""","12830 EL CAMINO REAL","SUITE 400","SAN DIEGO",CA,CALIFORNIA,"US West",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,16,12/31/22,"2,580,072,704",12/31/22,"517,235,000","-215,975,000",,"587,812,000"
25907,"Deferred and stock-based compensation","Assessment of the fair value measurement of the cash-settled affiliate awards liability",502033,12/31/22,02/28/23,4,"KPMG LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2023-02-28,,"Acadian Asset Management Inc.",1748824,"=""AAMI""","200 STATE STREET","SUITE 601A",BOSTON,MA,MASSACHUSETTS,"US New England",,,"=""6282""","Investment Advice",523930,"Investment Advice",34,21,12/31/22,"852,734,080",12/31/22,"396,700,000","100,600,000","-41,900,000","518,700,000"
26363,"Business combinations","Acquisition-date fair value of location contract intangible assets",502464,12/31/22,03/01/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2023-03-01,,"Accel Entertainment, Inc.",1698991,"=""ACEL""","140 TOWER DRIVE",,"BURR RIDGE",IL,ILLINOIS,"US Midwest",,,"=""7900""","Services-Amusement & Recreation Services",713290,"Other Gambling Industries",34,8,12/31/22,"667,392,832",12/31/22,"969,797,000","74,102,000","54,904,000","862,769,000"
26364,"Other assets","Sufficiency of audit evidence over cash",502464,12/31/22,03/01/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2023-03-01,,"Accel Entertainment, Inc.",1698991,"=""ACEL""","140 TOWER DRIVE",,"BURR RIDGE",IL,ILLINOIS,"US Midwest",,,"=""7900""","Services-Amusement & Recreation Services",713290,"Other Gambling Industries",34,8,12/31/22,"667,392,832",12/31/22,"969,797,000","74,102,000","54,904,000","862,769,000"
28709,Inventory,"Valuation of Instrument Inventory",507873,12/31/22,03/31/23,2,"Ernst & Young LLP",,,,Phoenix,AZ,ARIZONA,"US Southwest",10-K,2023-03-31,Yes,"Accelerate Diagnostics, Inc",727207,"=""AXDXQ""","3950 S. COUNTRY CLUB ROAD #470","BUILDING 3-307",TUCSON,AZ,ARIZONA,"US Southwest",,,"=""3826""","Laboratory Analytical Instruments",511210,"Software Publishers",34,1,12/31/22,"68,819,144",12/31/22,"12,752,000","-62,493,000",,"65,015,000"
22597,"Revenue from customer contracts","Estimated costs to complete certain technology integration consulting services contracts",493120,08/31/22,10/12/22,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2022-10-12,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,288,08/31/22,"182,066,593,792",08/31/22,"61,594,305,000","6,877,169,000","8,972,804,000","47,263,390,000"
22598,"Uncertain tax positions","Unrecognized tax benefits",493120,08/31/22,10/12/22,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2022-10-12,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,288,08/31/22,"182,066,593,792",08/31/22,"61,594,305,000","6,877,169,000","8,972,804,000","47,263,390,000"
25241,Inventory,"Write-down of certain finished goods inventory for obsolete and slow-moving items",501146,12/31/22,02/24/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2023-02-24,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,6,12/31/22,"526,918,592",12/31/22,"1,947,600,000","-13,200,000","-708,400,000","2,794,700,000"
25242,Goodwill,"Goodwill Impairment Assessment of North America and International Reporting Unit",501146,12/31/22,02/24/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2023-02-24,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,6,12/31/22,"526,918,592",12/31/22,"1,947,600,000","-13,200,000","-708,400,000","2,794,700,000"
20879,"Other intangible assets","Fair value of customer relationships intangible asset",486129,02/28/22,05/02/22,4,"KPMG LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2022-05-02,,"Accolade, Inc.",1481646,,"660 W. GERMANTOWN PIKE SUITE 500",,"PLYMOUTH MEETING",PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""7389""","Business Services, NEC",611710,"Educational Support Services",34,18,02/28/22,"1,206,430,592",02/28/22,"310,021,000","-123,124,000","33,208,000","1,285,529,000"
20880,"Revenue from customer contracts","Revenue recognition – variable consideration related to healthcare cost savings",486129,02/28/22,05/02/22,4,"KPMG LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2022-05-02,,"Accolade, Inc.",1481646,,"660 W. GERMANTOWN PIKE SUITE 500",,"PLYMOUTH MEETING",PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""7389""","Business Services, NEC",611710,"Educational Support Services",34,18,02/28/22,"1,206,430,592",02/28/22,"310,021,000","-123,124,000","33,208,000","1,285,529,000"
28968,"Business combinations","Valuation of intangible assets acquired in a business combination",508615,12/31/22,04/13/23,2,"Ernst & Young LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2023-04-13,Yes,"Aceragen, Inc.",861838,,"505 EAGLEVIEW BOULEVARD","SUITE 212",EXTON,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,6,12/31/22,"21,739,420",12/31/22,"4,862,000","-23,360,000","-43,766,000","101,107,000"
28969,"Business combinations","Valuation of Series X preferred stock liability",508615,12/31/22,04/13/23,2,"Ernst & Young LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2023-04-13,Yes,"Aceragen, Inc.",861838,,"505 EAGLEVIEW BOULEVARD","SUITE 212",EXTON,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,6,12/31/22,"21,739,420",12/31/22,"4,862,000","-23,360,000","-43,766,000","101,107,000"
