"CAM Key","CAM Topic","CAM Company Title","Audit Opinion Key","Year Ended Date","Signature Date","Auditor Key",Auditor,"Auditor Affiliate Key","Auditor Affiliate","Auditor Affiliate PCAOB","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region",Source,"Source Date","Going Concern",Company,"CIK Code",Ticker,"Bus Street 1","Bus Street 2",City,"State Code","State Name","State Region","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
5816,"Business combinations","Accounting for Allergan plc acquisition – Valuation of intangible assets	",442621,12/31/20,02/19/21,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2021-02-19,,"AbbVie Inc.",1551152,"=""ABBV""","1 NORTH WAUKEGAN ROAD",,"NORTH CHICAGO",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,107,12/31/20,"189,133,979,648",12/31/20,"45,804,000,000","4,616,000,000","-102,924,000,000","150,565,000,000"
5817,"Business combinations","Accounting for Allergan plc acquisition – Unrecognized tax benefits	",442621,12/31/20,02/19/21,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2021-02-19,,"AbbVie Inc.",1551152,"=""ABBV""","1 NORTH WAUKEGAN ROAD",,"NORTH CHICAGO",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,107,12/31/20,"189,133,979,648",12/31/20,"45,804,000,000","4,616,000,000","-102,924,000,000","150,565,000,000"
3713,"Long-lived assets","Impairment of Long-Lived Assets - Stores",423497,02/01/20,03/31/20,1,"PricewaterhouseCoopers LLP",,,,Columbus,OH,OHIO,"US Midwest",10-K,2020-03-31,,"ABERCROMBIE & FITCH CO /DE/",1018840,"=""ANF""","6301 FITCH PATH",,"NEW ALBANY",OH,OHIO,"US Midwest",,,"=""5651""","Family Clothing Stores",448140,"Family Clothing Stores",34,16,02/03/20,"1,027,186,368",02/01/20,"3,623,073,000","39,358,000",,"3,549,665,000"
3714,"Policy changes","Adoption of the Leases Accounting Standard - Impairment of right-of-use assets for stores",423497,02/01/20,03/31/20,1,"PricewaterhouseCoopers LLP",,,,Columbus,OH,OHIO,"US Midwest",10-K,2020-03-31,,"ABERCROMBIE & FITCH CO /DE/",1018840,"=""ANF""","6301 FITCH PATH",,"NEW ALBANY",OH,OHIO,"US Midwest",,,"=""5651""","Family Clothing Stores",448140,"Family Clothing Stores",34,16,02/03/20,"1,027,186,368",02/01/20,"3,623,073,000","39,358,000",,"3,549,665,000"
4133,"Other investments","Valuation of investments in medical device companies – Refer to Note 8, Goodwill, In-Process Research & Development and Other Assets – Other Assets",426974,03/31/20,05/21/20,3,"Deloitte & Touche LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2020-05-21,,"ABIOMED INC",815094,,"22 CHERRY HILL DR",,DANVERS,MA,MASSACHUSETTS,"US New England",,,"=""3841""","Surgical and Medical Instruments and Apparatus",339112,"Surgical and Medical Instrument Manufacturing",34,145,03/31/20,"6,533,460,992",03/31/20,"840,883,000","203,009,000","1,027,584,000","1,216,462,000"
4853,"Other contingent liabilities","Evaluation of self-insurance liabilities",437421,10/31/20,12/17/20,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2020-12-17,,"ABM INDUSTRIES INC /DE/",771497,"=""ABM""","ONE LIBERTY PLAZA","7TH FLOOR","NEW YORK",NY,"NEW YORK","US Mid Atlantic",,,"=""7340""","Services-To Dwellings & Other Buildings",561720,"Janitorial Services",34,35,10/31/20,"2,317,496,064",10/31/20,"5,987,600,000","300,000","-410,600,000","3,777,000,000"
4854,Goodwill,"Evaluation of the goodwill impairment charge for the Aviation and Education reporting units",437421,10/31/20,12/17/20,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2020-12-17,,"ABM INDUSTRIES INC /DE/",771497,"=""ABM""","ONE LIBERTY PLAZA","7TH FLOOR","NEW YORK",NY,"NEW YORK","US Mid Atlantic",,,"=""7340""","Services-To Dwellings & Other Buildings",561720,"Janitorial Services",34,35,10/31/20,"2,317,496,064",10/31/20,"5,987,600,000","300,000","-410,600,000","3,777,000,000"
7928,"Other investments","Evaluation of the Evidence Pertaining to the Existence of the Gold Holdings",445118,12/31/20,02/26/21,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2021-03-01,,"abrdn Gold ETF Trust",1450923,"=""SGOL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,18,12/29/20,"2,667,461,888",12/31/20,,"363,748,000",,"2,652,891,000"
7858,"Other investments","Evaluation of the Evidence Pertaining to the Existence of the Palladium Holdings",445131,12/31/20,02/26/21,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2021-03-01,,"abrdn Palladium ETF Trust",1459862,"=""PALL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,218,12/29/20,"371,024,992",12/31/20,,"60,608,000",,"356,424,000"
8121,"Other investments","Evaluation of the Evidence Pertaining to the Existence of the Platinum Holdings",445128,12/31/20,02/26/21,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2021-03-01,,"abrdn Platinum ETF Trust",1460235,"=""PPLT""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,99,12/29/20,"1,326,064,000",12/31/20,,"174,917,000",,"1,330,272,000"
7854,"Other investments","Evaluation of the Evidence Pertaining to the Existence of the Bullion Holdings",445132,12/31/20,02/26/21,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2021-03-01,,"abrdn Precious Metals Basket ETF Trust",1483386,"=""GLTR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523920,"Portfolio Management",34,97,12/29/20,"793,646,976",12/31/20,,"141,534,000",,"842,282,000"
7981,"Other investments","Evaluation of the Evidence Pertaining to the Existence of the Silver Holdings",445124,12/31/20,02/26/21,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2021-03-01,,"abrdn Silver ETF Trust",1450922,"=""SIVR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,25,12/29/20,"855,900,032",12/31/20,,"261,212,000",,"863,884,000"
8024,"Other contingent liabilities","Legal Contingencies - Refer to Notes 8 and 13 to the financial statements",445126,12/31/20,03/01/21,3,"Deloitte & Touche LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2021-03-01,,"Acacia Communications, Inc.",1651235,,"THREE MILL AND MAIN PLACE","SUITE 400",MAYNARD,MA,MASSACHUSETTS,"US New England",,,"=""3674""","Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,,,,12/31/20,"583,451,000","90,391,000",,"861,764,000"
8025,"Uncertain tax positions","Income Taxes: Uncertain Tax Positions - Refer to Note 14 to the financial statements",445126,12/31/20,03/01/21,3,"Deloitte & Touche LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2021-03-01,,"Acacia Communications, Inc.",1651235,,"THREE MILL AND MAIN PLACE","SUITE 400",MAYNARD,MA,MASSACHUSETTS,"US New England",,,"=""3674""","Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,,,,12/31/20,"583,451,000","90,391,000",,"861,764,000"
7301,"Revenue from customer contracts","Revenue Recognition",444824,12/31/20,02/26/21,2,"Ernst & Young LLP",,,,Nashville,TN,TENNESSEE,"US Southeast",10-K,2021-02-26,,"Acadia Healthcare Company, Inc.",1520697,"=""ACHC""","6100 TOWER CIRCLE","SUITE 1000",FRANKLIN,TN,TENNESSEE,"US Southeast",,,"=""8093""","Specialty Outpatient Facilities, NEC",623220,"Residential Mental Health and Substance Abuse Facilities",34,50,12/31/20,"4,424,105,984",12/31/20,"2,089,929,000","-672,132,000","-219,028,000","6,499,362,000"
7302,Goodwill,"Valuation of Goodwill",444824,12/31/20,02/26/21,2,"Ernst & Young LLP",,,,Nashville,TN,TENNESSEE,"US Southeast",10-K,2021-02-26,,"Acadia Healthcare Company, Inc.",1520697,"=""ACHC""","6100 TOWER CIRCLE","SUITE 1000",FRANKLIN,TN,TENNESSEE,"US Southeast",,,"=""8093""","Specialty Outpatient Facilities, NEC",623220,"Residential Mental Health and Substance Abuse Facilities",34,50,12/31/20,"4,424,105,984",12/31/20,"2,089,929,000","-672,132,000","-219,028,000","6,499,362,000"
7080,"Sales return and allowances","Allowance for Medicare Part D rebates",443548,12/31/20,02/24/21,2,"Ernst & Young LLP",,,,"San Diego",CA,CALIFORNIA,"US West",10-K,2021-02-25,,"ACADIA PHARMACEUTICALS INC",1070494,"=""ACAD""","12830 EL CAMINO REAL","SUITE 400","SAN DIEGO",CA,CALIFORNIA,"US West",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,53,12/31/20,"8,534,235,136",12/31/20,"441,755,000","-281,584,000","625,901,000","782,616,000"
8141,"Deferred and stock-based compensation","Assessment of the fair value measurement of the cash-settled affiliate awards liability",445036,12/31/20,03/01/21,4,"KPMG LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2021-03-01,,"Acadian Asset Management Inc.",1748824,"=""AAMI""","200 STATE STREET","SUITE 601A",BOSTON,MA,MASSACHUSETTS,"US New England",,,"=""6282""","Investment Advice",523930,"Investment Advice",34,19,12/29/20,"1,516,222,720",12/31/20,"471,000,000","286,700,000","61,900,000","1,379,200,000"
8275,"Property, plant and equipment","Instruments in Inventory and Property and Equipment Valuation",445595,12/31/20,03/01/21,2,"Ernst & Young LLP",,,,Phoenix,AZ,ARIZONA,"US Southwest",10-K,2021-03-02,,"Accelerate Diagnostics, Inc",727207,"=""AXDXQ""","3950 S. COUNTRY CLUB ROAD #470","BUILDING 3-307",TUCSON,AZ,ARIZONA,"US Southwest",,,"=""3826""","Laboratory Analytical Instruments",511210,"Software Publishers",34,8,12/31/20,"436,668,096",12/31/20,"11,165,000","-78,208,000",,"93,425,000"
6777,"Research and development expenses","Accrued and Prepaid Clinical Trial Expenses",444111,12/31/20,02/25/21,2,"Ernst & Young LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2021-02-25,,"ACCELERON PHARMA INC",1280600,,"128 SIDNEY STREET",,CAMBRIDGE,MA,MASSACHUSETTS,"US New England",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,128,12/31/20,"7,725,512,192",12/31/20,"92,523,000","-166,030,000",,"932,337,000"
4580,"Revenue from customer contracts","Estimated costs to complete certain technology integration consulting services contracts",434322,08/31/20,10/22/20,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2020-10-22,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,240,08/31/20,"152,155,340,800",08/31/20,"44,327,039,000","5,107,839,000","9,290,716,000","37,078,593,000"
4581,"Uncertain tax positions","Unrecognized tax benefits",434322,08/31/20,10/22/20,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2020-10-22,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,240,08/31/20,"152,155,340,800",08/31/20,"44,327,039,000","5,107,839,000","9,290,716,000","37,078,593,000"
7179,Inventory,"Evaluation of the write-down of certain finished goods inventory for obsolete and slow-moving items",444643,12/31/20,02/26/21,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2021-02-26,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,8,12/31/20,"802,264,704",12/31/20,"1,655,200,000","62,000,000","-1,061,700,000","3,048,700,000"
7180,"Business combinations","Assessment of the fair value of acquired customer relationships and vendor relationships",444643,12/31/20,02/26/21,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2021-02-26,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,8,12/31/20,"802,264,704",12/31/20,"1,655,200,000","62,000,000","-1,061,700,000","3,048,700,000"
10808,Inventory,"Evaluation of the write-down of certain finished goods inventory for obsolete and slow-moving items",452524,12/31/20,02/26/21,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K/A,2021-04-12,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,8,12/31/20,"802,264,704",12/31/20,"1,655,200,000","62,000,000","-1,061,700,000","3,048,700,000"
10809,"Business combinations","Assessment of the fair value of acquired customer relationships and vendor relationships",452524,12/31/20,02/26/21,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K/A,2021-04-12,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,8,12/31/20,"802,264,704",12/31/20,"1,655,200,000","62,000,000","-1,061,700,000","3,048,700,000"
7877,"Other liabilities and provisions","Valuation of Future Tranche Right Liability",445400,12/31/20,03/01/21,2,"Ernst & Young LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2021-03-01,,"Aceragen, Inc.",861838,,"505 EAGLEVIEW BOULEVARD","SUITE 212",EXTON,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,4,12/29/20,"133,953,000",12/31/20,,"-112,662,000",,"42,399,000"
8904,"Going concern",Liquidity,448382,12/31/20,03/11/21,1,"PricewaterhouseCoopers LLP",191,"PricewaterhouseCoopers LLP Chartered Accountants",271,Vancouver,A1,"BRITISH COLUMBIA",Canada,10-K,2021-03-11,,"ACHIEVE LIFE SCIENCES, INC.",949858,"=""ACHV""","22722 29TH DR. SE","SUITE 100",SEATTLE,WA,WASHINGTON,"US West",,,"=""2835""","In Vitro and In Vivo Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,8,12/31/20,"49,505,052",12/31/20,,"-14,730,000","34,388,000","40,298,000"
