"CAM Key","CAM Topic","CAM Company Title","Audit Opinion Key","Year Ended Date","Signature Date","Auditor Key",Auditor,"Auditor Affiliate Key","Auditor Affiliate","Auditor Affiliate PCAOB","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region",Source,"Source Date","Going Concern",Company,"CIK Code",Ticker,"Bus Street 1","Bus Street 2",City,"State Code","State Name","State Region","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
34872,Goodwill,"Valuation of Goodwill – BrandsMart and BrandsMart Leasing reporting units",527515,12/31/23,02/29/24,2,"Ernst & Young LLP",,,,Atlanta,GA,GEORGIA,"US Southeast",10-K,2024-02-29,,"Aaron's Company, Inc.",1821393,,"400 GALLERIA PARKWAY SE, SUITE 300",,ATLANTA,GA,GEORGIA,"US Southeast",,,"=""7359""","Equipment Rental and Leasing, NEC",532210,"Consumer Electronics and Appliances Rental",34,11,01/02/24,"343,630,816",12/31/23,"2,139,890,000","2,823,000","522,230,000","1,826,576,000"
34083,"Revenue from customer contracts","Revenue recognition for certain long-term fixed price contracts using the percentage-of-completion method",525946,12/31/23,02/22/24,4,"KPMG LLP",288,"KPMG AG",3240,Zurich,V8,SWITZERLAND,Foreign,20-F,2024-02-23,,"ABB LTD",1091587,"=""ABBNY""","PO BOX 8131",*,ZURICH,V8,SWITZERLAND,Foreign,,,"=""3613""","Switchgear and Switchboard Apparatus",335311,"Power, Distribution, and Specialty Transformer Manufacturing",34,44,12/31/23,"81,600,716,800",12/31/23,"32,235,000,000","3,745,000,000","1,715,000,000","40,940,000,000"
33069,"Other income taxes","Income taxes – Unrecognized tax benefits",524978,12/31/23,02/16/24,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-02-16,,"ABBOTT LABORATORIES",1800,"=""ABT""","100 ABBOTT PARK ROAD",,"ABBOTT PARK",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,110,01/02/24,"190,706,024,448",12/31/23,"40,109,000,000","5,723,000,000","6,109,000,000","73,214,000,000"
33099,"Sales return and allowances","Sales rebate accruals for Medicaid, Medicare and managed care programs",525114,12/31/23,02/20/24,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-02-20,,"AbbVie Inc.",1551152,"=""ABBV""","1 NORTH WAUKEGAN ROAD",,"NORTH CHICAGO",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,160,01/02/24,"282,168,197,120",12/31/23,"54,318,000,000","4,863,000,000","-77,543,000,000","134,711,000,000"
33100,"Business combinations","Valuation of contingent consideration",525114,12/31/23,02/20/24,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-02-20,,"AbbVie Inc.",1551152,"=""ABBV""","1 NORTH WAUKEGAN ROAD",,"NORTH CHICAGO",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,160,01/02/24,"282,168,197,120",12/31/23,"54,318,000,000","4,863,000,000","-77,543,000,000","134,711,000,000"
33188,"Revenue from customer contracts","Identification of distinct performance obligations",525153,12/31/23,02/20/24,4,"KPMG LLP",187,"KPMG LLP Chartered Accountants",85,Vancouver,A1,"BRITISH COLUMBIA",Canada,10-K,2024-02-20,,"AbCellera Biologics Inc.",1703057,"=""ABCL""","150 W 4TH AVENUE",,VANCOUVER,A1,"BRITISH COLUMBIA",Canada,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,6,12/31/23,"1,660,610,560",12/31/23,"38,025,000","-146,398,000","989,000,000","1,488,094,000"
36263,"Other debt","Direct Placement Offering — Refer to Note 9 to the financial statements",530412,12/31/23,03/15/24,3,"Deloitte & Touche LLP",,,,Morristown,NJ,"NEW JERSEY","US Mid Atlantic",10-K,2024-03-18,,"ABEONA THERAPEUTICS INC.",318306,"=""ABEO""","6555 CARNEGIE AVE, 4TH FLOOR",,CLEVELAND,OH,OHIO,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,5,12/31/23,"132,884,632",12/31/23,"3,500,000","-54,188,000",,"64,002,000"
28047,"Long-lived assets","Impairment of Long-Lived Assets – Stores",506292,01/28/23,03/27/23,1,"PricewaterhouseCoopers LLP",,,,Columbus,OH,OHIO,"US Midwest",10-K,2023-03-27,,"ABERCROMBIE & FITCH CO /DE/",1018840,"=""ANF""","6301 FITCH PATH",,"NEW ALBANY",OH,OHIO,"US Midwest",,,"=""5651""","Family Clothing Stores",448140,"Family Clothing Stores",34,29,01/31/23,"1,419,097,856",01/28/23,"3,697,751,000","2,816,000",,"2,713,100,000"
31981,"Other contingent liabilities","Valuation of self-insurance liabilities",521334,10/31/23,12/18/23,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2023-12-18,,"ABM INDUSTRIES INC /DE/",771497,"=""ABM""","ONE LIBERTY PLAZA","7TH FLOOR","NEW YORK",NY,"NEW YORK","US Mid Atlantic",,,"=""7340""","Services-To Dwellings & Other Buildings",561720,"Janitorial Services",34,39,10/31/23,"2,472,416,256",10/31/23,"8,096,400,000","251,400,000","-994,300,000","4,933,700,000"
35191,"Other investments","Evaluation of the evidence pertaining to the existence of the gold holdings",527456,12/31/23,02/28/24,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2024-02-29,,"abrdn Gold ETF Trust",1450923,"=""SGOL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,20,01/02/24,"2,818,176,000",12/31/23,,"345,743,000",,"2,826,667,000"
35026,"Other investments","Evaluation of the evidence pertaining to the existence of the palladium holdings",527465,12/31/23,02/28/24,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2024-02-29,,"abrdn Palladium ETF Trust",1459862,"=""PALL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,100,01/02/24,"199,580,000",12/31/23,,"-111,382,000",,"219,421,000"
35077,"Other investments","Evaluation of the evidence pertaining to the existence of the platinum holdings",527432,12/31/23,02/28/24,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2024-02-29,,"abrdn Platinum ETF Trust",1460235,"=""PPLT""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,90,01/02/24,"953,931,008",12/31/23,,"-32,804,000",,"997,955,000"
34922,"Other investments","Evaluation of the evidence pertaining to the existence of the bullion holdings",527522,12/31/23,02/28/24,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2024-02-29,,"abrdn Precious Metals Basket ETF Trust",1483386,"=""GLTR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523920,"Portfolio Management",34,91,01/02/24,"965,038,016",12/31/23,,"27,534,000",,"959,323,000"
35057,"Other investments","Evaluation of the evidence pertaining to the existence of the silver holdings",527424,12/31/23,02/28/24,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2024-02-29,,"abrdn Silver ETF Trust",1450922,"=""SIVR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,23,01/02/24,"1,067,475,968",12/31/23,,"-13,382,000",,"1,060,674,000"
36007,"Other intangible assets","Intangible asset – valuation",529965,12/31/23,03/14/24,1,"PricewaterhouseCoopers LLP",286,"PricewaterhouseCoopers SA",1358,Lausanne,V8,SWITZERLAND,Foreign,20-F,2024-03-14,,"AC Immune SA",1651625,"=""ACIU""","EPFL INNOVATION PARK, BUILDING B",,"1015 LAUSANNE",V8,SWITZERLAND,Foreign,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,5,12/31/23,"495,989,152",12/31/23,"17,586,000","-64,437,000","130,966,000","217,209,000"
27535,Inventory,"Company’s merchandise inventories",505289,01/28/23,03/16/23,3,"Deloitte & Touche LLP",,,,Houston,TX,TEXAS,"US Southwest",10-K,2023-03-16,,"Academy Sports & Outdoors, Inc.",1817358,"=""ASO""","1800 NORTH MASON ROAD",,KATY,TX,TEXAS,"US Southwest",,,"=""5940""","Retail-Miscellaneous Shopping Goods Stores",451110,"Sporting Goods Stores",34,58,01/31/23,"4,481,498,624",01/28/23,"6,395,073,000","628,001,000","188,670,000","4,595,439,000"
34720,"Revenue from customer contracts","Revenue Recognition",527058,12/31/23,02/28/24,2,"Ernst & Young LLP",,,,Nashville,TN,TENNESSEE,"US Southeast",10-K,2024-02-28,,"Acadia Healthcare Company, Inc.",1520697,"=""ACHC""","6100 TOWER CIRCLE","SUITE 1000",FRANKLIN,TN,TENNESSEE,"US Southeast",,,"=""8093""","Specialty Outpatient Facilities, NEC",623220,"Residential Mental Health and Substance Abuse Facilities",34,78,01/02/24,"7,216,861,184",12/31/23,"2,928,738,000","-21,667,000","588,420,000","5,358,841,000"
34858,"Sales return and allowances","Medicare Part D sales rebate accruals",526958,12/31/23,02/27/24,2,"Ernst & Young LLP",,,,"San Diego",CA,CALIFORNIA,"US West",10-K,2024-02-28,,"ACADIA PHARMACEUTICALS INC",1070494,"=""ACAD""","12830 EL CAMINO REAL","SUITE 400","SAN DIEGO",CA,CALIFORNIA,"US West",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,31,12/31/23,"5,155,198,464",12/31/23,"726,437,000","-61,286,000","366,265,000","748,956,000"
33005,"Real estate investments","Operating real estate, net — Impairment — Refer to Notes 1, 2 and 8 to the financial statements",525009,12/31/23,02/16/24,3,"Deloitte & Touche LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2024-02-16,,"ACADIA REALTY TRUST",899629,"=""AKR""","411 THEODORE FREMD AVENUE","SUITE 300",RYE,NY,"NEW YORK","US Mid Atlantic",,,"=""6798""","Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,17,12/31/23,"1,620,194,816",12/31/23,"338,692,000","19,873,000",,"4,291,154,000"
34759,"Deferred and stock-based compensation","Assessment of the fair value measurement of the cash-settled affiliate awards liability",527278,12/31/23,02/28/24,4,"KPMG LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2024-02-28,,"Acadian Asset Management Inc.",1748824,"=""AAMI""","200 STATE STREET","SUITE 601A",BOSTON,MA,MASSACHUSETTS,"US New England",,,"=""6282""","Investment Advice",523930,"Investment Advice",34,19,01/02/24,"780,353,088",12/31/23,"407,000,000","65,800,000","29,200,000","611,400,000"
34670,"Accounts/loans receivable","Sufficiency of audit evidence over cash",527020,12/31/23,02/28/24,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-02-28,,"Accel Entertainment, Inc.",1698991,"=""ACEL""","140 TOWER DRIVE",,"BURR RIDGE",IL,ILLINOIS,"US Midwest",,,"=""7900""","Services-Amusement & Recreation Services",713290,"Other Gambling Industries",34,10,01/02/24,"876,865,984",12/31/23,"1,170,420,000","45,603,000","76,308,000","912,893,000"
36894,Inventory,"Valuation of Instrument Inventory",531894,12/31/23,03/28/24,2,"Ernst & Young LLP",,,,Phoenix,AZ,ARIZONA,"US Southwest",10-K,2024-03-29,Yes,"Accelerate Diagnostics, Inc",727207,"=""AXDXQ""","3950 S. COUNTRY CLUB ROAD #470","BUILDING 3-307",TUCSON,AZ,ARIZONA,"US Southwest",,,"=""3826""","Laboratory Analytical Instruments",511210,"Software Publishers",34,4,01/02/24,"61,549,060",12/31/23,"12,059,000","-61,618,000",,"31,366,000"
31382,"Revenue from customer contracts","Estimated costs to complete certain technology integration consulting services contracts",518313,08/31/23,10/12/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2023-10-12,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,324,08/31/23,"203,413,405,696",08/31/23,"64,111,745,000","6,871,557,000","10,119,836,000","51,245,305,000"
31383,"Uncertain tax positions","Unrecognized tax benefits",518313,08/31/23,10/12/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2023-10-12,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,324,08/31/23,"203,413,405,696",08/31/23,"64,111,745,000","6,871,557,000","10,119,836,000","51,245,305,000"
39599,"Revenue from customer contracts","Estimated costs to complete certain technology integration consulting services contracts",541913,08/31/23,10/12/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",8-K,2024-09-30,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,324,08/31/23,"203,413,405,696",08/31/23,"64,111,745,000","6,871,557,000","10,119,836,000","51,245,305,000"
39600,"Uncertain tax positions","Unrecognized tax benefits",541913,08/31/23,10/12/23,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",8-K,2024-09-30,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,324,08/31/23,"203,413,405,696",08/31/23,"64,111,745,000","6,871,557,000","10,119,836,000","51,245,305,000"
33877,Inventory,"Write-down of certain finished goods inventory for obsolete and slow-moving items",526221,12/31/23,02/23/24,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-02-23,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,6,12/31/23,"577,147,968",12/31/23,"1,832,800,000","-21,800,000","-618,700,000","2,644,800,000"
33878,Goodwill,"Goodwill Impairment Assessment of North America Reporting Unit",526221,12/31/23,02/23/24,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-02-23,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,6,12/31/23,"577,147,968",12/31/23,"1,832,800,000","-21,800,000","-618,700,000","2,644,800,000"
29675,"Revenue from customer contracts","Sufficiency of audit evidence over revenue",510539,02/28/23,04/27/23,4,"KPMG LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2023-04-28,,"Accolade, Inc.",1481646,,"660 W. GERMANTOWN PIKE SUITE 500",,"PLYMOUTH MEETING",PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""7389""","Business Services, NEC",611710,"Educational Support Services",34,11,02/28/23,"812,019,648",02/28/23,"363,142,000","-459,650,000","-7,607,000","903,069,000"
36814,"Other investments","Contingent consideration arising from the Sopharma share purchase agreement",531652,12/31/23,03/28/24,1,"PricewaterhouseCoopers LLP",191,"PricewaterhouseCoopers LLP Chartered Accountants",271,Vancouver,A1,"BRITISH COLUMBIA",Canada,10-K,2024-03-28,,"ACHIEVE LIFE SCIENCES, INC.",949858,"=""ACHV""","22722 29TH DR. SE","SUITE 100",SEATTLE,WA,WASHINGTON,"US West",,,"=""2835""","In Vitro and In Vivo Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,4,01/02/24,"88,261,216",12/31/23,,"-29,815,000","-3,679,000","19,371,000"
34975,"Revenue from customer contracts","Revenue Recognition - Refer to Note 2 to the financial statements",527693,12/31/23,02/29/24,3,"Deloitte & Touche LLP",,,,Omaha,NE,NEBRASKA,"US Midwest",10-K,2024-02-29,,"ACI WORLDWIDE, INC.",935036,"=""ACIW""","6060 COVENTRY DRIVE",,ELKHORN,NE,NEBRASKA,"US Midwest",,,"=""7372""","Prepackaged Software",511210,"Software Publishers",34,30,01/02/24,"3,302,990,592",12/31/23,"1,452,579,000","121,509,000","-205,793,000","3,444,739,000"
34493,"Business combinations","Fair Value of the Contingent Consideration Liability",526562,12/31/23,02/27/24,1,"PricewaterhouseCoopers LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2024-02-27,,"Aclaris Therapeutics, Inc.",1557746,"=""ACRS""","701 LEE ROAD","SUITE 103",WAYNE,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,1,12/31/23,"74,439,632",12/31/23,"31,249,000","-88,481,000","163,110,000","197,405,000"
34496,"Revenue from customer contracts","Revenue Recognition",527126,12/31/23,02/28/24,2,"Ernst & Young LLP",211,"Ernst & Young Hua Ming LLP",1408,Shanghai,F4,CHINA,Foreign,10-K,2024-02-28,,"ACM Research, Inc.",1680062,"=""ACMR""","42307 OSGOOD ROAD, SUITE I",,FREMONT,CA,CALIFORNIA,"US West",,,"=""3559""","Special  Industry Machinery, NEC",333295,"Semiconductor Machinery Manufacturing",34,19,01/02/24,"1,037,790,336",12/31/23,"557,723,000","77,349,000","756,485,000","1,490,908,000"
37253,"Revenue from customer contracts","Estimate of variable consideration in contracts with customers",532018,12/31/23,04/01/24,2,"Ernst & Young LLP",,,,Stamford,CT,CONNECTICUT,"US New England",10-K,2024-04-01,Yes,"Acorda Therapeutics, Inc.",1008848,,"TWO BLUE HILL PLAZA",,"PEARL RIVER",NY,"NEW YORK","US Mid Atlantic",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,15,01/02/24,"18,569,364",12/31/23,"117,633,000","-252,854,000","-180,943,000","108,525,000"
37254,"Business combinations","Fair Value Measurement of the Contingent Consideration",532018,12/31/23,04/01/24,2,"Ernst & Young LLP",,,,Stamford,CT,CONNECTICUT,"US New England",10-K,2024-04-01,Yes,"Acorda Therapeutics, Inc.",1008848,,"TWO BLUE HILL PLAZA",,"PEARL RIVER",NY,"NEW YORK","US Mid Atlantic",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,15,01/02/24,"18,569,364",12/31/23,"117,633,000","-252,854,000","-180,943,000","108,525,000"
37255,"Long-lived assets","Long-Lived Intangible Assets – Quantitative Impairment Assessment",532018,12/31/23,04/01/24,2,"Ernst & Young LLP",,,,Stamford,CT,CONNECTICUT,"US New England",10-K,2024-04-01,Yes,"Acorda Therapeutics, Inc.",1008848,,"TWO BLUE HILL PLAZA",,"PEARL RIVER",NY,"NEW YORK","US Mid Atlantic",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,15,01/02/24,"18,569,364",12/31/23,"117,633,000","-252,854,000","-180,943,000","108,525,000"
31496,"Other intangible assets","Valuation of Indefinite-Lived Trade Names",518859,08/31/23,10/26/23,2,"Ernst & Young LLP",,,,Atlanta,GA,GEORGIA,"US Southeast",10-K,2023-10-26,,"ACUITY INC. (DE)",1144215,"=""AYI""","1170 PEACHTREE STREET NE","SUITE 1200",ATLANTA,GA,GEORGIA,"US Southeast",,,"=""3640""","Electric Lighting & Wiring Equipment",335110,"Electric Lamp Bulb and Part Manufacturing",34,161,08/31/23,"5,007,581,184",08/31/23,"3,952,200,000","346,000,000","436,300,000","3,408,500,000"
34859,"Other income taxes","Accounting for Income Taxes",527600,12/31/23,02/29/24,1,"PricewaterhouseCoopers LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2024-02-29,,"Acushnet Holdings Corp.",1672013,"=""GOLF""","333 BRIDGE STREET",,FAIRHAVEN,MA,MASSACHUSETTS,"US New England",,,"=""3949""","Sporting and Athletic Goods, NEC",339920,"Sporting and Athletic Goods Manufacturing",34,64,01/02/24,"4,165,869,568",12/31/23,"2,381,995,000","198,429,000","111,311,000","2,196,677,000"
