"CAM Key","CAM Topic","CAM Company Title","Audit Opinion Key","Year Ended Date","Signature Date","Auditor Key",Auditor,"Auditor Affiliate Key","Auditor Affiliate","Auditor Affiliate PCAOB","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region",Source,"Source Date","Going Concern",Company,"CIK Code",Ticker,"Bus Street 1","Bus Street 2",City,"State Code","State Name","State Region","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
38896,Inventory,"Assessment of the write-down of inventories",538930,05/31/24,07/18/24,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-07-19,,"AAR CORP",1750,"=""AIR""","1100 N WOOD DALE RD",,"WOOD DALE",IL,ILLINOIS,"US Midwest",,,"=""3720""","Aircraft & Parts",334613,"Magnetic and Optical Recording Media Manufacturing",34,69,05/29/24,"2,455,803,648",05/31/24,"2,318,900,000","46,300,000","399,600,000","2,770,000,000"
38897,"Business combinations","Valuation of acquired intangible assets",538930,05/31/24,07/18/24,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-07-19,,"AAR CORP",1750,"=""AIR""","1100 N WOOD DALE RD",,"WOOD DALE",IL,ILLINOIS,"US Midwest",,,"=""3720""","Aircraft & Parts",334613,"Magnetic and Optical Recording Media Manufacturing",34,69,05/29/24,"2,455,803,648",05/31/24,"2,318,900,000","46,300,000","399,600,000","2,770,000,000"
42281,"Other income taxes","Income taxes – Unrecognized tax benefits",552434,12/31/24,02/21/25,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2025-02-21,,"ABBOTT LABORATORIES",1800,"=""ABT""","100 ABBOTT PARK ROAD",,"ABBOTT PARK",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,113,01/02/25,"196,756,602,880",12/31/24,"41,950,000,000","13,402,000,000","17,909,000,000","81,414,000,000"
41453,"Sales return and allowances","Sales rebate accruals for Medicaid, Medicare and managed care programs",551403,12/31/24,02/14/25,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2025-02-14,,"AbbVie Inc.",1551152,"=""ABBV""","1 NORTH WAUKEGAN ROAD",,"NORTH CHICAGO",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,179,01/02/25,"317,095,673,856",12/31/24,"56,334,000,000","4,278,000,000","-91,699,000,000","135,161,000,000"
41454,"Business combinations","Valuation of contingent consideration",551403,12/31/24,02/14/25,2,"Ernst & Young LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2025-02-14,,"AbbVie Inc.",1551152,"=""ABBV""","1 NORTH WAUKEGAN ROAD",,"NORTH CHICAGO",IL,ILLINOIS,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,179,01/02/25,"317,095,673,856",12/31/24,"56,334,000,000","4,278,000,000","-91,699,000,000","135,161,000,000"
43393,"Revenue from customer contracts","Evaluation of revenue recognition for certain research and development services",554067,12/31/24,02/27/25,4,"KPMG LLP",187,"KPMG LLP Chartered Accountants",85,Vancouver,A1,"BRITISH COLUMBIA",Canada,10-K,2025-02-27,,"AbCellera Biologics Inc.",1703057,"=""ABCL""","150 W 4TH AVENUE",,VANCOUVER,A1,"BRITISH COLUMBIA",Canada,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,3,12/31/24,"866,568,000",12/31/24,"28,833,000","-162,857,000","966,165,000","1,360,553,000"
45282,"Other debt","Loan and Security Agreement and Common Stock Warrants — Refer to Notes 9 and 10 to the financial statements",558221,12/31/24,03/19/25,3,"Deloitte & Touche LLP",,,,Morristown,NJ,"NEW JERSEY","US Mid Atlantic",10-K,2025-03-20,,"ABEONA THERAPEUTICS INC.",318306,"=""ABEO""","6555 CARNEGIE AVE, 4TH FLOOR",,CLEVELAND,OH,OHIO,"US Midwest",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,6,01/02/25,"256,913,792",12/31/24,,"-63,734,000",,"108,931,000"
37189,"Long-lived assets","Impairment of Long-Lived Assets – Stores",532023,02/03/24,04/01/24,1,"PricewaterhouseCoopers LLP",,,,Columbus,OH,OHIO,"US Midwest",10-K,2024-04-01,,"ABERCROMBIE & FITCH CO /DE/",1018840,"=""ANF""","6301 FITCH PATH",,"NEW ALBANY",OH,OHIO,"US Midwest",,,"=""5651""","Family Clothing Stores",448140,"Family Clothing Stores",34,106,02/05/24,"5,365,667,328",02/03/24,"4,280,677,000","328,123,000",,"2,974,233,000"
40325,"Other contingent liabilities","Valuation of self-insurance liabilities",545642,10/31/24,12/19/24,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2024-12-19,,"ABM INDUSTRIES INC /DE/",771497,"=""ABM""","ONE LIBERTY PLAZA","7TH FLOOR","NEW YORK",NY,"NEW YORK","US Mid Atlantic",,,"=""7340""","Services-To Dwellings & Other Buildings",561720,"Janitorial Services",34,53,10/31/24,"3,300,155,136",10/31/24,"8,359,400,000","81,400,000","-1,076,300,000","5,097,300,000"
43809,"Other investments","Evaluation of the evidence pertaining to the existence of the gold holdings",554555,12/31/24,02/28/25,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2025-02-28,,"abrdn Gold ETF Trust",1450923,"=""SGOL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",525990,"Other Financial Vehicles",34,25,01/02/25,"3,831,351,040",12/31/24,,"710,639,000",,"3,756,668,000"
43806,"Other investments","Evaluation of the evidence pertaining to the existence of the palladium holdings",554557,12/31/24,02/28/25,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2025-02-28,,"abrdn Palladium ETF Trust",1459862,"=""PALL""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,84,01/02/25,"397,812,512",12/31/24,,"-67,646,000",,"354,243,000"
43808,"Other investments","Evaluation of the evidence pertaining to the existence of the platinum holdings",554558,12/31/24,02/28/25,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2025-02-28,,"abrdn Platinum ETF Trust",1460235,"=""PPLT""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,85,01/02/25,"993,932,480",12/31/24,,"-94,684,000",,"1,019,466,000"
43814,"Other investments","Evaluation of the evidence pertaining to the existence of the bullion holdings",554565,12/31/24,02/28/25,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2025-02-28,,"abrdn Precious Metals Basket ETF Trust",1483386,"=""GLTR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523920,"Portfolio Management",34,112,01/02/25,"1,058,168,000",12/31/24,,"170,283,000",,"1,040,489,000"
43810,"Other investments","Evaluation of the evidence pertaining to the existence of the silver holdings",554554,12/31/24,02/28/25,4,"KPMG LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2025-02-28,,"abrdn Silver ETF Trust",1450922,"=""SIVR""","C/O ABRDN","1900 MARKET STREET, SUITE 200",PHILADELPHIA,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""6221""","Commodity Contracts Brokers and Dealers",523991,"Trust, Fiduciary, and Custody Activities",34,28,01/02/25,"1,433,575,936",12/31/24,,"215,240,000",,"1,421,490,000"
44808,"Other intangible assets","Intangible asset – valuation",557364,12/31/24,03/13/25,1,"PricewaterhouseCoopers LLP",286,"PricewaterhouseCoopers SA",1358,Pully,V8,SWITZERLAND,Foreign,20-F,2025-03-13,,"AC Immune SA",1651625,"=""ACIU""","EPFL INNOVATION PARK, BUILDING B",,"1015 LAUSANNE",V8,SWITZERLAND,Foreign,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,3,01/02/25,"282,713,824",12/31/24,"30,134,000","-56,183,000","68,254,000","254,801,000"
36407,"Other contingent liabilities","Accounting and disclosure of loss contingencies",530768,02/03/24,03/21/24,3,"Deloitte & Touche LLP",,,,Houston,TX,TEXAS,"US Southwest",10-K,2024-03-21,,"Academy Sports & Outdoors, Inc.",1817358,"=""ASO""","1800 NORTH MASON ROAD",,KATY,TX,TEXAS,"US Southwest",,,"=""5940""","Retail-Miscellaneous Shopping Goods Stores",451110,"Sporting Goods Stores",34,63,02/05/24,"4,656,707,072",02/03/24,"6,159,291,000","519,190,000","514,494,000","4,676,713,000"
43351,"Revenue from customer contracts","Revenue Recognition",553947,12/31/24,02/27/25,2,"Ernst & Young LLP",,,,Nashville,TN,TENNESSEE,"US Southeast",10-K,2025-02-27,,"Acadia Healthcare Company, Inc.",1520697,"=""ACHC""","6100 TOWER CIRCLE","SUITE 1000",FRANKLIN,TN,TENNESSEE,"US Southeast",,,"=""8093""","Specialty Outpatient Facilities, NEC",623220,"Residential Mental Health and Substance Abuse Facilities",34,40,12/31/24,"3,638,889,216",12/31/24,"3,153,963,000","255,612,000","855,977,000","5,956,915,000"
43182,"Sales return and allowances","Medicare Part D sales rebate accruals",553867,12/31/24,02/27/25,2,"Ernst & Young LLP",,,,"San Diego",CA,CALIFORNIA,"US West",10-K,2025-02-27,,"ACADIA PHARMACEUTICALS INC",1070494,"=""ACAD""","12830 EL CAMINO REAL","SUITE 400","SAN DIEGO",CA,CALIFORNIA,"US West",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,18,12/31/24,"3,059,107,584",12/31/24,"957,797,000","226,451,000","613,011,000","1,187,756,000"
41476,"Real estate investments","Operating real estate, net — Impairment — Refer to Notes 1, 2 and 8 to the financial statements",551445,12/31/24,02/14/25,3,"Deloitte & Touche LLP",,,,"New York",NY,"NEW YORK","US Mid Atlantic",10-K,2025-02-14,,"ACADIA REALTY TRUST",899629,"=""AKR""","411 THEODORE FREMD AVENUE","SUITE 300",RYE,NY,"NEW YORK","US Mid Atlantic",,,"=""6798""","Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,24,01/02/25,"2,859,752,192",12/31/24,"359,689,000","21,650,000",,"4,371,203,000"
43442,"Deferred and stock-based compensation","Assessment of the fair value measurement of the cash-settled subsidiary awards liability",553986,12/31/24,02/27/25,4,"KPMG LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2025-02-27,,"Acadian Asset Management Inc.",1748824,"=""AAMI""","200 STATE STREET","SUITE 601A",BOSTON,MA,MASSACHUSETTS,"US New England",,,"=""6282""","Investment Advice",523930,"Investment Advice",34,26,01/02/25,"962,429,632",12/31/24,"486,200,000","85,000,000","66,800,000","703,200,000"
43997,"Accounts/loans receivable","Sufficiency of audit evidence over cash",554941,12/31/24,03/03/25,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2025-03-03,,"Accel Entertainment, Inc.",1698991,"=""ACEL""","140 TOWER DRIVE",,"BURR RIDGE",IL,ILLINOIS,"US Midwest",,,"=""7900""","Services-Amusement & Recreation Services",713290,"Other Gambling Industries",34,11,01/02/25,"870,370,368",12/31/24,"1,230,972,000","35,252,000","89,115,000","1,048,398,000"
39678,"Revenue from customer contracts","Estimated costs to complete certain technology integration consulting services contracts",542395,08/31/24,10/10/24,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-10-10,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,340,08/29/24,"228,606,443,520",08/31/24,"64,896,464,000","7,264,787,000","4,264,436,000","55,932,363,000"
39679,"Uncertain tax positions","Unrecognized tax benefits",542395,08/31/24,10/10/24,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2024-10-10,,"Accenture plc",1467373,"=""ACN""","1 GRAND CANAL SQUARE","GRAND CANAL HARBOUR",DUBLIN,L2,IRELAND,Foreign,,,"=""7389""","Business Services, NEC",541611,"Administrative Management and General Management Consulting Services",34,340,08/29/24,"228,606,443,520",08/31/24,"64,896,464,000","7,264,787,000","4,264,436,000","55,932,363,000"
42377,Inventory,"Write-down of certain finished goods inventory for obsolete and slow-moving items",552701,12/31/24,02/21/25,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2025-02-21,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,5,01/02/25,"482,052,416",12/31/24,"1,666,200,000","-101,600,000","-549,900,000","2,228,400,000"
42378,"Goodwill and intangible assets","Impairment Assessment of Americas Reporting Unit Goodwill and Five Star Trade Name Intangible Asset",552701,12/31/24,02/21/25,4,"KPMG LLP",,,,Chicago,IL,ILLINOIS,"US Midwest",10-K,2025-02-21,,"ACCO BRANDS Corp",712034,"=""ACCO""","FOUR CORPORATE DRIVE",,"LAKE ZURICH",IL,ILLINOIS,"US Midwest",,,"=""2780""","Blankbooks, Looseleaf Binders & Bookbindg & Relatd Work",323118,"Blankbook, Looseleaf Binders, and Devices Manufacturing",34,5,01/02/25,"482,052,416",12/31/24,"1,666,200,000","-101,600,000","-549,900,000","2,228,400,000"
37992,"Revenue from customer contracts","Sufficiency of audit evidence over revenue",534548,02/29/24,04/25/24,4,"KPMG LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2024-04-26,,"Accolade, Inc.",1481646,,"660 W. GERMANTOWN PIKE SUITE 500",,"PLYMOUTH MEETING",PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""7389""","Business Services, NEC",611710,"Educational Support Services",34,10,02/29/24,"800,225,536",02/29/24,"414,292,000","-99,805,000","1,867,000","788,151,000"
44614,"Other investments","Contingent consideration arising from the Sopharma share purchase agreement",556965,12/31/24,03/11/25,1,"PricewaterhouseCoopers LLP",191,"PricewaterhouseCoopers LLP Chartered Accountants",271,Vancouver,A1,"BRITISH COLUMBIA",Canada,10-K,2025-03-11,Yes,"ACHIEVE LIFE SCIENCES, INC.",949858,"=""ACHV""","22722 29TH DR. SE","SUITE 100",SEATTLE,WA,WASHINGTON,"US West",,,"=""2835""","In Vitro and In Vivo Diagnostic Substances",325412,"Pharmaceutical Preparation Manufacturing",34,4,01/02/25,"126,898,904",12/31/24,,"-39,827,000","18,891,000","38,633,000"
43541,"Revenue from customer contracts","Revenue Recognition - Software License Arrangements - Refer to Note 2 to the financial statements",554223,12/31/24,02/27/25,3,"Deloitte & Touche LLP",,,,Omaha,NE,NEBRASKA,"US Midwest",10-K,2025-02-27,,"ACI WORLDWIDE, INC.",935036,"=""ACIW""","6060 COVENTRY DRIVE",,ELKHORN,NE,NEBRASKA,"US Midwest",,,"=""7372""","Prepackaged Software",511210,"Software Publishers",34,52,12/31/24,"5,463,782,400",12/31/24,"1,594,288,000","203,118,000","-59,969,000","3,025,293,000"
43277,"Other contingent liabilities","Fair Value of the Contingent Consideration Liability",553954,12/31/24,02/27/25,1,"PricewaterhouseCoopers LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2025-02-27,,"Aclaris Therapeutics, Inc.",1557746,"=""ACRS""","701 LEE ROAD","SUITE 103",WAYNE,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,2,12/31/24,"267,468,304",12/31/24,"18,720,000","-132,065,000",,"220,327,000"
44161,"Revenue from customer contracts","Revenue Recognition",555014,12/31/24,03/03/25,2,"Ernst & Young LLP",211,"Ernst & Young Hua Ming LLP",1408,Shanghai,F4,CHINA,Foreign,10-K,2025-03-03,,"ACM Research, Inc.",1680062,"=""ACMR""","42307 OSGOOD ROAD, SUITE I",,FREMONT,CA,CALIFORNIA,"US West",,,"=""3559""","Special  Industry Machinery, NEC",333295,"Semiconductor Machinery Manufacturing",34,16,01/02/25,"896,925,952",12/31/24,"782,118,000","103,627,000","901,164,000","1,855,721,000"
45103,"Allowance for credit losses","Allowance for Current Expected Credit Losses (CECL)",557722,12/31/24,03/14/25,2,"Ernst & Young LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2025-03-17,,"ACRES Commercial Realty Corp.",1332551,"=""ACR""","390 RXR PLAZA",,UNIONDALE,NY,"NEW YORK","US Mid Atlantic",,,"=""6798""","Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,16,01/02/25,"127,504,224",12/31/24,"78,698,000","29,267,000","432,140,000","1,881,467,000"
39804,"Warranty liabilities","Product Warranty Costs",543033,08/31/24,10/28/24,2,"Ernst & Young LLP",,,,Atlanta,GA,GEORGIA,"US Southeast",10-K,2024-10-28,,"ACUITY INC. (DE)",1144215,"=""AYI""","1170 PEACHTREE STREET NE","SUITE 1200",ATLANTA,GA,GEORGIA,"US Southeast",,,"=""3640""","Electric Lighting & Wiring Equipment",335110,"Electric Lamp Bulb and Part Manufacturing",34,250,08/29/24,"7,686,432,256",08/31/24,"3,841,000,000","422,600,000","839,600,000","3,814,600,000"
43265,"Other income taxes","Accounting for Income Taxes",553944,12/31/24,02/27/25,1,"PricewaterhouseCoopers LLP",,,,Boston,MA,MASSACHUSETTS,"US New England",10-K,2025-02-27,,"Acushnet Holdings Corp.",1672013,"=""GOLF""","333 BRIDGE STREET",,FAIRHAVEN,MA,MASSACHUSETTS,"US New England",,,"=""3949""","Sporting and Athletic Goods, NEC",339920,"Sporting and Athletic Goods Manufacturing",34,71,12/31/24,"4,284,605,184",12/31/24,"2,457,091,000","214,298,000","26,008,000","2,180,206,000"
41802,"Revenue from customer contracts","Revenue – highly automated processes within auction & other marketplace revenue",551941,12/31/24,02/19/25,2,"Ernst & Young LLP",,,,Buffalo,NY,"NEW YORK","US Mid Atlantic",10-K,2025-02-19,,"ACV Auctions Inc.",1637873,"=""ACVA""","640 ELLICOTT STREET",,BUFFALO,NY,"NEW YORK","US Mid Atlantic",,,"=""7389""","Business Services, NEC",459999,,34,22,12/31/24,"3,629,424,640",12/31/24,"637,156,000","-79,700,000","168,710,000","984,149,000"
42778,"Other revenue","Implicit Price Concession",553230,12/31/24,02/25/25,4,"KPMG LLP",,,,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",10-K,2025-02-25,,"AdaptHealth Corp.",1725255,"=""AHCO""","555 EAST NORTH LANE","SUITE 5075",CONSHOHOCKEN,PA,PENNSYLVANIA,"US Mid Atlantic",,,"=""8082""","Home Health Care Services",423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",34,10,12/31/24,"1,281,414,016",12/31/24,"3,260,975,000","90,422,000","-1,209,569,000","4,486,947,000"
44067,"Research and development expenses","Genentech Agreement",555049,12/31/24,03/03/25,2,"Ernst & Young LLP",,,,Seattle,WA,WASHINGTON,"US West",10-K,2025-03-03,,"Adaptive Biotechnologies Corp",1478320,"=""ADPT""","1165 EASTLAKE AVE E",,SEATTLE,WA,WASHINGTON,"US West",,,"=""2836""","Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,6,01/02/25,"913,516,992",12/31/24,"178,957,000","-159,492,000","80,312,000","539,376,000"
45709,"Other debt","Deferred royalty obligation with HealthCare Royalty Partners",559176,12/31/24,03/27/25,1,"PricewaterhouseCoopers LLP",286,"PricewaterhouseCoopers SA",1358,Pully,V8,SWITZERLAND,Foreign,10-K,2025-03-27,,"ADC Therapeutics SA",1771910,"=""ADCT""",BIOPOLE,"ROUTE DE LA CORNICHE 3B",EPALINGES,V8,SWITZERLAND,Foreign,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,2,12/31/24,"196,734,192",12/31/24,"70,837,000","-157,846,000",,"321,980,000"
45710,"Sales return and allowances","Product Revenue – Gross-to-net (GTN) sales adjustment – Discarded Drug Rebate",559176,12/31/24,03/27/25,1,"PricewaterhouseCoopers LLP",286,"PricewaterhouseCoopers SA",1358,Pully,V8,SWITZERLAND,Foreign,10-K,2025-03-27,,"ADC Therapeutics SA",1771910,"=""ADCT""",BIOPOLE,"ROUTE DE LA CORNICHE 3B",EPALINGES,V8,SWITZERLAND,Foreign,,,"=""2834""","Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,2,12/31/24,"196,734,192",12/31/24,"70,837,000","-157,846,000",,"321,980,000"
